Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2013-05-20,76.10801696777344,76.65819540368506,73.35712478821537,76.10801696777344,279384,0.0,0
2013-05-21,76.36478621736765,76.37212349888689,75.37446588709734,75.92464447021484,91427,0.0,0
2013-05-22,76.14471814214423,76.14471814214423,75.45515919369106,75.92464447021484,92181,0.0,0
2013-05-23,75.48450272306204,76.07135652036379,75.45515919369106,75.92464447021484,118747,0.0,0
2013-05-24,76.07135652036379,76.47482305333234,75.74125160917568,75.92464447021484,151680,0.0,0
2013-05-28,76.07133616669755,76.58483939823773,76.07133616669755,76.10801696777344,75694,0.0,0
2013-05-29,75.63119453730914,76.39410930671113,75.63119453730914,76.10801696777344,89520,0.0,0
2013-05-30,76.36477599816806,76.37945055924277,76.10802714641278,76.29141998291016,73846,0.0,0
2013-05-31,76.14470795239434,76.36477599816806,75.93197159045275,76.29141998291016,43461,0.0,0
2013-06-03,76.29141173242252,76.36476773974739,76.07133811374331,76.21805572509766,139067,0.0,0
2013-06-04,76.29140977974399,76.46746531215845,75.85126815035558,76.10801696777344,86363,0.0,0
2013-06-05,76.2180741672187,76.47482305333234,75.92464447021484,75.92464447021484,79409,0.0,0
2013-06-06,76.29143019229318,76.29143019229318,76.10803733125401,75.92464447021484,171634,0.0,0
2013-06-07,76.36476578519131,76.65819540368506,75.9246241558029,76.10801696777344,140000,0.0,0
2013-06-10,76.36476773974739,76.5848413584266,76.36476773974739,76.21805572509766,30987,0.0,0
2013-06-11,76.5848413584266,76.5848413584266,76.5848413584266,76.21805572509766,20881,0.0,0
2013-06-12,76.58483939823773,76.5701648391256,76.11535424732952,76.10801696777344,16890,0.0,0
2013-06-13,76.58483939823773,76.5701648391256,75.93196143535897,76.10801696777344,21195,0.0,0
2013-06-14,76.58484964064701,76.83426121186494,76.58484964064701,76.29141998291016,37713,0.0,0
2013-06-17,76.80491772282238,77.75856271174283,76.48215013619355,77.39177703857422,76608,0.0,0
2013-06-18,77.75856526692708,79.21837072703056,77.75856526692708,78.67552947998047,138016,0.0,0
2013-06-19,78.4921187097886,78.4921187097886,77.75854750689338,77.94194030761719,162723,0.0,0
2013-06-20,77.90525950879078,78.3013886299587,77.58249198527568,77.94194030761719,77718,0.0,0
2013-06-21,77.7585678100586,77.7585678100586,77.39178211284133,77.7585678100586,74648,0.0,0
2013-06-24,77.68518632857446,77.71452984633915,77.02497117062832,77.57514953613281,116054,0.0,0
2013-06-25,77.02497117062832,77.02497117062832,77.02497117062832,77.57514953613281,12000,0.0,0
2013-06-26,77.02499643357518,77.56783769850568,76.65821073627245,77.20838928222656,34400,0.0,0
2013-06-27,77.46513815099736,77.46513815099736,77.46513815099736,77.20838928222656,54663,0.0,0
2013-06-28,77.68520669645015,77.8319187270355,77.4651330538669,77.39177703857422,91311,0.0,0
2013-07-01,76.7315617075297,77.97863635432607,76.65820569223703,77.39177703857422,82567,0.0,0
2013-07-02,77.97863119288813,77.97863119288813,77.46512792641796,77.02498626708984,6203,0.0,0
2013-07-03,77.46512792641796,77.45045896301245,77.02498626708984,77.02498626708984,23888,0.0,0
2013-07-04,77.31841590554353,77.31841590554353,76.2987522493632,77.02498626708984,46082,0.0,0
2013-07-05,77.31841590554353,77.75855756487165,77.20837909153529,77.02498626708984,21103,0.0,0
2013-07-08,77.31841590554353,77.31841590554353,77.31107862548836,77.02498626708984,29147,0.0,0
2013-07-09,77.31841590554353,77.31841590554353,77.30374134543318,77.02498626708984,9071,0.0,0
2013-07-10,77.31841064611989,77.40643561397489,76.10801696777344,76.10801696777344,78193,0.0,0
2013-07-11,77.24505989510632,77.24505989510632,76.37210825980041,77.02498626708984,58610,0.0,0
2013-07-12,76.43812699018245,77.20104181148012,76.29141496930804,77.02498626708984,36004,0.0,0
2013-07-15,77.17169828796426,77.17169828796426,77.17169828796426,77.02498626708984,16350,0.0,0
2013-07-16,76.43812250279586,76.43812250279586,76.43812250279586,76.73155212402344,2803,0.0,0
2013-07-17,76.14469776884934,76.47480259171452,76.10801696777344,76.10801696777344,95800,0.0,0
2013-07-18,76.43813709727863,76.65821075439453,76.36478107714186,76.65821075439453,63044,0.0,0
2013-07-19,76.36478107714186,76.3574437961165,76.3574437961165,76.65821075439453,22466,0.0,0
2013-07-22,76.43813709727863,76.40879916658838,76.40146188556304,76.65821075439453,40300,0.0,0
2013-07-23,76.36478107714186,76.36478107714186,76.36478107714186,76.65821075439453,3024,0.0,0
2013-07-24,76.36478107714186,76.38678732351232,76.38678732351232,76.65821075439453,2086,0.0,0
2013-07-25,75.9979903251733,75.9979903251733,75.9979903251733,76.29141998291016,13550,0.0,0
2013-07-26,75.70456066743645,75.9979903251733,75.70456066743645,76.29141998291016,27964,0.0,0
2013-07-29,75.9979903251733,75.9979903251733,75.63120465217854,76.29141998291016,30347,0.0,0
2013-07-30,75.9979903251733,76.43813201342597,75.9979903251733,76.29141998291016,14097,0.0,0
2013-07-31,76.43813201342597,76.43813201342597,75.63120465217854,76.29141998291016,19200,0.0,0
2013-08-01,75.63120465217854,76.36477599816806,75.63120465217854,76.29141998291016,10116,0.0,0
2013-08-02,75.63120465217854,76.36477599816806,75.63120465217854,76.29141998291016,22595,0.0,0
2013-08-05,76.36477599816806,76.36477599816806,76.36477599816806,76.29141998291016,9367,0.0,0
2013-08-06,76.36477599816806,76.36477599816806,75.55784863692064,76.29141998291016,149587,0.0,0
2013-08-07,76.36477599816806,76.36477599816806,76.29141998291016,76.29141998291016,15500,0.0,0
2013-08-08,76.36477599816806,76.36477599816806,75.63120465217854,76.29141998291016,75606,0.0,0
