Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-06-30,78.84549646078888,78.84549646078888,75.09091889081179,75.84180450439453,460562,0.0,0
2014-07-01,76.59276486900897,76.59276486900897,75.09091889081179,75.84180450439453,195414,0.0,0
2014-07-02,76.20228272964755,76.58522651496601,75.09091889081179,75.84180450439453,335892,0.0,0
2014-07-03,76.58522651496601,76.58522651496601,75.09845149477539,75.84180450439453,57386,0.0,0
2014-07-04,76.58522651496601,76.58522651496601,75.09091889081179,75.84180450439453,98516,0.0,0
2014-07-07,76.58522651496601,76.58522651496601,75.09091889081179,75.84180450439453,171530,0.0,0
2014-07-08,76.20228272964755,76.58522651496601,75.09091889081179,75.84180450439453,120742,0.0,0
2014-07-09,75.84180450439453,76.58522651496601,75.09845149477539,75.84180450439453,97513,0.0,0
2014-07-10,76.58522651496601,76.58522651496601,76.58522651496601,75.84180450439453,2459,0.0,0
2014-07-11,76.20228272964755,76.58522651496601,75.46639907311902,75.84180450439453,34544,0.0,0
2014-07-14,76.58522651496601,76.58522651496601,76.20228272964755,75.84180450439453,46585,0.0,0
2014-07-15,76.58522651496601,76.58522651496601,76.20228272964755,75.84180450439453,22040,0.0,0
2014-07-16,76.20228272964755,76.58522651496601,75.09091889081179,75.84180450439453,76480,0.0,0
2014-07-17,76.58522651496601,76.58522651496601,75.09091889081179,75.84180450439453,52638,0.0,0
2014-07-18,75.2786589819654,75.2786589819654,75.2786589819654,75.84180450439453,50184,0.0,0
2014-07-21,76.43501719180504,76.43501719180504,76.40502477785536,75.84180450439453,13947,0.0,0
2014-07-22,75.09845149477539,76.39748642381241,75.09845149477539,75.84180450439453,53195,0.0,0
2014-07-23,75.84180450439453,76.14221740063711,75.18474868583307,75.84180450439453,97269,0.0,0
2014-07-24,75.09845149477539,76.36748825978336,75.09091889081179,75.84180450439453,74110,0.0,0
2014-07-25,76.35241730177682,76.35241730177682,76.34495369876556,75.84180450439453,5008,0.0,0
2014-07-28,75.09845149477539,76.33742109480198,75.09845149477539,75.84180450439453,20749,0.0,0
2014-07-29,76.20228272964755,76.29235197276638,75.09091889081179,75.84180450439453,93195,0.0,0
2014-07-30,76.21728468670175,76.21728468670175,75.84180450439453,75.84180450439453,328886,0.0,0
2014-07-31,76.19475012568395,76.19475012568395,75.09091889081179,75.84180450439453,89071,0.0,0
2014-08-01,75.09092244408708,75.09092244408708,75.09092244408708,75.65406799316406,79290,0.0,0
2014-08-04,75.84180809320146,75.84180809320146,75.46640264416189,75.65406799316406,69290,0.0,0
2014-08-05,75.84180809320146,76.0370807975589,75.84180809320146,75.65406799316406,3347,0.0,0
2014-08-06,75.83432724880532,75.83432724880532,75.27864542942775,75.74795532226562,148973,0.0,0
2014-08-07,75.83432724880532,75.83432724880532,75.83432724880532,75.74795532226562,383,0.0,0
2014-08-08,75.83432724880532,75.83432724880532,75.0909053720733,75.74795532226562,107885,0.0,0
2014-08-11,75.83432724880532,75.83432724880532,75.83432724880532,75.74795532226562,15055,0.0,0
2014-08-12,75.82678889611951,75.82678889611951,75.82678889611951,75.74795532226562,34072,0.0,0
2014-08-13,75.82678889611951,75.82678889611951,75.81925629351203,75.74795532226562,11030,0.0,0
2014-08-14,75.81925629351203,76.40501102253627,75.81925629351203,75.74795532226562,79747,0.0,0
2014-08-15,75.74795532226562,75.74795532226562,75.74795532226562,75.74795532226562,0,0.0,0
2014-08-18,75.82678889611951,76.02953090782735,75.82678889611951,75.74795532226562,22173,0.0,0
2014-08-19,76.1571998969067,76.1571998969067,75.0909053720733,75.74795532226562,105315,0.0,0
2014-08-20,76.1571998969067,76.1571998969067,76.1571998969067,75.74795532226562,10036,0.0,0
2014-08-21,76.21728468670175,76.21728468670175,76.21728468670175,75.84180450439453,42376,0.0,0
2014-08-22,76.20975039172806,76.42379710736114,75.28612084477238,76.02954864501953,21579,0.0,0
2014-08-26,76.42379710736114,76.43502126287264,75.84180854386655,76.02954864501953,29245,0.0,0
2014-08-27,76.42002505509907,76.42002505509907,75.46640309259625,76.02954864501953,233030,0.0,0
2014-08-28,76.2097463326588,76.2097463326588,75.2786589819654,75.84180450439453,6192,0.0,0
2014-08-29,76.2097463326588,76.2097463326588,75.46639907311902,75.84180450439453,10493,0.0,0
2014-09-01,76.14221740063711,76.2097463326588,76.14221740063711,75.84180450439453,8850,0.0,0
2014-09-02,75.46639907311902,76.14221740063711,75.09091889081179,75.84180450439453,26704,0.0,0
2014-09-03,75.46639967995542,75.46639967995542,75.0909194946289,75.0909194946289,6195,0.0,0
2014-09-04,76.13467904659416,76.13467904659416,75.46639907311902,75.84180450439453,27746,0.0,0
2014-09-05,75.46639907311902,76.12714644263058,75.46639907311902,75.84180450439453,35675,0.0,0
