Date,Open,High,Low,Close,Adj Close,Volume
1988-07-01,6147.73681640625,6147.73681640625,6147.73681640625,6147.73681640625,2124.447265625,0
1988-07-04,6085.35009765625,6085.35009765625,6085.35009765625,6085.35009765625,2102.88916015625,0
1988-07-05,6106.0205078125,6106.0205078125,6106.0205078125,6106.0205078125,2110.03173828125,0
1988-07-06,6126.87841796875,6126.87841796875,6126.87841796875,6126.87841796875,2117.2392578125,0
1988-07-07,6126.87841796875,6126.87841796875,6126.87841796875,6126.87841796875,2117.2392578125,0
1988-07-08,6189.453125,6189.453125,6189.453125,6189.453125,2138.863037109375,0
1988-07-11,6252.0283203125,6252.0283203125,6252.0283203125,6252.0283203125,2160.48779296875,0
1988-07-12,6252.0283203125,6252.0283203125,6252.0283203125,6252.0283203125,2160.48779296875,0
1988-07-13,6252.0283203125,6252.0283203125,6252.0283203125,6252.0283203125,2160.48779296875,0
1988-07-14,6189.453125,6189.453125,6189.453125,6189.453125,2138.863037109375,0
1988-07-15,6210.3115234375,6210.3115234375,6210.3115234375,6210.3115234375,2146.071533203125,0
1988-07-18,6189.453125,6189.453125,6189.453125,6189.453125,2138.863037109375,0
1988-07-19,6147.73681640625,6147.73681640625,6147.73681640625,6147.73681640625,2124.447265625,0
1988-07-20,6189.453125,6189.453125,6189.453125,6189.453125,2138.863037109375,0
1988-07-21,6168.59521484375,6168.59521484375,6168.59521484375,6168.59521484375,2131.655517578125,0
1988-07-22,6106.0205078125,6106.0205078125,6106.0205078125,6106.0205078125,2110.03173828125,0
1988-07-25,6085.35009765625,6085.35009765625,6085.35009765625,6085.35009765625,2102.88916015625,0
1988-07-26,6064.49169921875,6064.49169921875,6064.49169921875,6064.49169921875,2095.6806640625,0
1988-07-27,6064.49169921875,6064.49169921875,6064.49169921875,6064.49169921875,2095.6806640625,0
1988-07-28,6064.49169921875,6064.49169921875,6064.49169921875,6064.49169921875,2095.6806640625,0
1988-07-29,6085.35009765625,6085.35009765625,6085.35009765625,6085.35009765625,2102.88916015625,0
1988-08-01,6231.169921875,6231.169921875,6231.169921875,6231.169921875,2153.279541015625,0
1988-08-02,6168.59521484375,6168.59521484375,6168.59521484375,6168.59521484375,2131.655517578125,0
1988-08-03,6481.28076171875,6481.28076171875,6481.28076171875,6481.28076171875,2239.708984375,0
1988-08-04,6418.7060546875,6418.7060546875,6418.7060546875,6418.7060546875,2218.086181640625,0
1988-08-05,6335.2734375,6335.2734375,6335.2734375,6335.2734375,2189.25390625,0
1988-08-08,6314.4150390625,6314.4150390625,6314.4150390625,6314.4150390625,2182.046142578125,0
1988-08-09,6272.88623046875,6272.88623046875,6272.88623046875,6272.88623046875,2167.69482421875,0
1988-08-10,6231.169921875,6231.169921875,6231.169921875,6231.169921875,2153.279541015625,0
