Date,Open,High,Low,Close,Adj Close,Volume
1988-07-01,262.55120849609375,262.55120849609375,262.55120849609375,262.55120849609375,98.04168701171875,0
1988-07-04,264.10931396484375,264.10931396484375,264.10931396484375,264.10931396484375,98.62356567382812,0
1988-07-05,264.8883972167969,264.8883972167969,264.8883972167969,264.8883972167969,98.91445922851562,0
1988-07-06,265.6675109863281,265.6675109863281,265.6675109863281,265.6675109863281,99.20542907714844,0
1988-07-07,264.10931396484375,264.10931396484375,264.10931396484375,264.10931396484375,98.62356567382812,0
1988-07-08,264.8883972167969,264.8883972167969,264.8883972167969,264.8883972167969,98.91445922851562,0
1988-07-11,268.7838134765625,268.7838134765625,268.7838134765625,268.7838134765625,100.36906433105469,0
1988-07-12,268.7838134765625,268.7838134765625,268.7838134765625,268.7838134765625,100.36906433105469,0
1988-07-13,269.5628967285156,269.5628967285156,269.5628967285156,269.5628967285156,100.66001892089844,0
1988-07-14,262.55120849609375,262.55120849609375,262.55120849609375,262.55120849609375,98.04168701171875,0
1988-07-15,261.7720947265625,261.7720947265625,261.7720947265625,261.7720947265625,97.75078582763672,0
1988-07-18,260.9930114746094,260.9930114746094,260.9930114746094,260.9930114746094,97.45984649658203,0
1988-07-19,257.09759521484375,257.09759521484375,257.09759521484375,257.09759521484375,96.0052490234375,0
1988-07-20,264.10931396484375,264.10931396484375,264.10931396484375,264.10931396484375,98.62356567382812,0
1988-07-21,262.55120849609375,262.55120849609375,262.55120849609375,262.55120849609375,98.04168701171875,0
1988-07-22,259.434814453125,259.434814453125,259.434814453125,259.434814453125,96.87799072265625,0
1988-07-25,261.7720947265625,261.7720947265625,261.7720947265625,261.7720947265625,97.75078582763672,0
1988-07-26,264.10931396484375,264.10931396484375,264.10931396484375,264.10931396484375,98.62356567382812,0
1988-07-27,263.3302917480469,263.3302917480469,263.3302917480469,263.3302917480469,98.33264923095703,0
1988-07-28,263.3302917480469,263.3302917480469,263.3302917480469,263.3302917480469,98.33264923095703,0
1988-07-29,264.10931396484375,264.10931396484375,264.10931396484375,264.10931396484375,98.62356567382812,0
1988-08-01,272.6792907714844,272.6792907714844,272.6792907714844,272.6792907714844,101.82377624511719,0
1988-08-02,271.90020751953125,271.90020751953125,271.90020751953125,271.90020751953125,101.53284454345703,0
1988-08-03,278.9118957519531,278.9118957519531,278.9118957519531,278.9118957519531,104.15113067626953,0
1988-08-04,279.6910095214844,279.6910095214844,279.6910095214844,279.6910095214844,104.44207763671875,0
1988-08-05,278.9118957519531,278.9118957519531,278.9118957519531,278.9118957519531,104.15113067626953,0
1988-08-08,276.57470703125,276.57470703125,276.57470703125,276.57470703125,103.27838134765625,0
1988-08-09,274.2373962402344,274.2373962402344,274.2373962402344,274.2373962402344,102.40559387207031,0
1988-08-10,268.0047912597656,268.0047912597656,268.0047912597656,268.0047912597656,100.07818603515625,0
1988-08-11,266.44659423828125,266.44659423828125,266.44659423828125,266.44659423828125,99.496337890625,0
1988-08-12,268.0047912597656,268.0047912597656,268.0047912597656,268.0047912597656,100.07818603515625,0
1988-08-15,263.3302917480469,263.3302917480469,263.3302917480469,263.3302917480469,98.33264923095703,0
1988-08-16,263.3302917480469,263.3302917480469,263.3302917480469,263.3302917480469,98.33264923095703,0
1988-08-17,264.10931396484375,264.10931396484375,264.10931396484375,264.10931396484375,98.62356567382812,0
1988-08-18,264.8883972167969,264.8883972167969,264.8883972167969,264.8883972167969,98.91445922851562,0
1988-08-19,264.8883972167969,264.8883972167969,264.8883972167969,264.8883972167969,98.91445922851562,0
1988-08-22,258.65570068359375,258.65570068359375,258.65570068359375,258.65570068359375,96.58707427978516,0
1988-08-23,257.876708984375,257.876708984375,257.876708984375,257.876708984375,96.29615783691406,0
1988-08-24,257.876708984375,257.876708984375,257.876708984375,257.876708984375,96.29615783691406,0
1988-08-25,247.74859619140625,247.74859619140625,247.74859619140625,247.74859619140625,92.51414489746094,0
1988-08-26,244.6322021484375,244.6322021484375,244.6322021484375,244.6322021484375,91.35039520263672,0
1988-08-29,244.6322021484375,244.6322021484375,244.6322021484375,244.6322021484375,91.35039520263672,0
1988-08-30,238.39959716796875,238.39959716796875,238.39959716796875,238.39959716796875,89.02304077148438,0
1988-08-31,240.73680114746094,240.73680114746094,240.73680114746094,240.73680114746094,89.89579010009766,0
1988-09-01,236.0623016357422,236.0623016357422,236.0623016357422,236.0623016357422,88.15022277832031,0
1988-09-02,239.95770263671875,239.95770263671875,239.95770263671875,239.95770263671875,89.60485076904297,0
1988-09-05,243.0740966796875,243.0740966796875,243.0740966796875,243.0740966796875,90.76858520507812,0
1988-09-06,246.19039916992188,246.19039916992188,246.19039916992188,246.19039916992188,91.9322509765625,0
1988-09-07,246.19039916992188,246.19039916992188,246.19039916992188,246.19039916992188,91.9322509765625,0
1988-09-08,243.46359252929688,243.46359252929688,243.46359252929688,243.46359252929688,90.91400909423828,0
1988-09-09,243.0740966796875,243.0740966796875,243.0740966796875,243.0740966796875,90.76858520507812,0
1988-09-12,244.6322021484375,244.6322021484375,244.6322021484375,244.6322021484375,91.35039520263672,0
1988-09-13,247.74859619140625,247.74859619140625,247.74859619140625,247.74859619140625,92.51414489746094,0
1988-09-14,249.30670166015625,249.30670166015625,249.30670166015625,249.30670166015625,93.09597778320312,0
1988-09-15,245.4113006591797,245.4113006591797,245.4113006591797,245.4113006591797,91.6413803100586,0
1988-09-16,244.6322021484375,244.6322021484375,244.6322021484375,244.6322021484375,91.35039520263672,0
1988-09-19,245.4113006591797,245.4113006591797,245.4113006591797,245.4113006591797,91.6413803100586,0
1988-09-20,248.52769470214844,248.52769470214844,248.52769470214844,248.52769470214844,92.80506134033203,0
1988-09-21,251.6439971923828,251.6439971923828,251.6439971923828,251.6439971923828,93.96876525878906,0
1988-09-22,252.423095703125,252.423095703125,252.423095703125,252.423095703125,94.25968170166016,0
1988-09-23,252.423095703125,252.423095703125,252.423095703125,252.423095703125,94.25968170166016,0
1988-09-26,250.08580017089844,250.08580017089844,250.08580017089844,250.08580017089844,93.38688659667969,0
1988-09-27,252.423095703125,252.423095703125,252.423095703125,252.423095703125,94.25968170166016,0
1988-09-28,252.423095703125,252.423095703125,252.423095703125,252.423095703125,94.25968170166016,0
