,AGR.L,BBOX.L,BCPT.L,BLND.L,BOXE.L,BYG.L,CAPC.L,CLI.L,DIGS.L,DLN.L,ESP.L,GPOR.L,GRI.L,HLCL.L,HMSO.L,IUKP.L,LAND.L,LMP.L,LXI.L,PCTN.L,PHP.L,SAFE.L,SGRO.L,SHB.L,SRE.L,STP.L,SUPR.L,THRL.L,UKCM.L,UTG.L,WKP.L,^FTLC,^FTSE
PHP.L,0.0010499892296591737,-0.000279467482319665,-6.206815927100257e-05,-9.874645321663915e-05,0.0004354606544774591,0.0003697412073379947,0.0006077726646761132,3.29338067652946e-05,-0.00024865227014326353,0.00039712820695855116,-0.00019089911767848286,0.00044015549440883626,0.00037251542873738063,-0.00012261360517055891,-0.00022315220271257473,0.00015559812129489124,-2.5144930277309648e-05,0.00018229966414760345,8.931180360656141e-05,0.00023113281044782744,0.0012711160247290136,1.3114205396407937e-05,0.0003446011076476922,0.00021681518780353423,-0.0002249594793460207,-0.00032199529250427774,0.0003502750407154308,0.0001461419455211555,0.00027209432382172,-2.4315176476412507e-05,3.5358369234312053e-06,6.376213834952798e-05,5.4003919285816454e-05
SAFE.L,-0.00012082357915319652,0.0008868706870424653,0.0007105189444257544,0.0017051935341895537,5.3238018689017125e-05,0.0015852830495387633,0.0011249819224030397,0.0017055188740505661,0.0008252630218399912,0.001375825680195664,0.001004443280424155,0.001340677999177772,0.0015555767019360671,0.0015338026461202711,0.0021566012655944333,0.0014554751259598818,0.00174017318568139,0.0013931244221191221,0.0004143094745188468,-0.0001648454591993459,1.3114205396407937e-05,0.0029367366833185607,0.0012481650004943794,0.000791302392963343,0.000911387712621147,0.00281646824684093,0.0003118453090321129,0.0005957201165807436,0.00030854074913344977,0.0020249737700499216,0.0025290353737766184,0.0009195142177922352,0.000825011479697799
SGRO.L,0.0006800763737068937,0.001050936233254173,0.0006923321819051518,0.0013317822345527447,0.0004046857258383303,0.0009206398581689804,0.001205496475263743,0.0014017299560333872,0.0005365234711417769,0.001314123036483509,0.0009250580940756594,0.001000247311110778,0.0010425811590510038,0.0008701195515675798,0.002038900615974558,0.0013285936111871515,0.0016320569778432198,0.0014048517080127172,0.00011311593583036974,-4.352857813016007e-05,0.0003446011076476922,0.0012481650004943794,0.0017301250097392206,0.000685742469439107,0.0010643689978573068,0.0012154782959613833,0.00028256595406837723,0.00047880254821126416,0.00044995943028627026,0.0017773253262296086,0.0014808745179744583,0.0008522920963425079,0.0008374043523742363
SHB.L,0.0005324044276200366,0.000983257852855448,0.0026302523876833004,0.0037725307613685304,0.0008104447491453097,0.0009887749418029184,0.0036499723550198105,0.0022944377526928177,0.002835781207064395,0.0023540387393868427,0.0030827673227270813,0.0021746249649994237,0.001543821043902451,0.001547137383945841,0.005163483245094169,0.0019987279678810414,0.003495461938096418,0.0013628624546121201,0.0012782571584847907,0.0015370309383730902,0.00021681518780353423,0.000791302392963343,0.000685742469439107,0.00350283524649896,0.002018248932406152,0.0019174529158940508,0.00011051557602334104,0.0005548408011242846,0.0009031822717149002,0.0024012826319330235,0.0030130550232194166,0.001490048260866747,0.0013655612038773678
SRE.L,0.00018396626119732614,0.0013019808987093514,0.0021810800467240727,0.0031898911856890156,0.0016241051990736222,0.001184595647845046,0.0031950982734966944,0.002099098852788095,0.002453832575683719,0.001651818677805673,0.0027484735151309826,0.0011575462210559636,0.0015667870351669785,0.001716986877029327,0.004602876225154231,0.0017686982312561123,0.002877605078262289,0.0011501136464517835,0.0016255097542401322,0.0010340081347267394,-0.0002249594793460207,0.000911387712621147,0.0010643689978573068,0.002018248932406152,0.0049855573520180595,0.0023765698878984226,0.0002088734696059961,0.0006391095441414665,0.00027177771366249776,0.0027727322844321315,0.0023502462548976376,0.0016660734898971139,0.0015888736515793302
STP.L,-0.0005765077840006764,0.0021606139495892623,0.0020128570956345973,0.004233638560901168,0.0011980031149323503,0.0015139824368644978,0.0027688543934797937,0.0023083974979681995,0.002968926318500304,0.0022320845419789713,0.003177512554434357,0.002365279729380928,0.002348741249708429,0.002663289867433354,0.006709981659208844,0.0026013190064261304,0.0036507561727425657,0.0018842003326840812,0.001638133669509163,0.0017114242871929524,-0.00032199529250427774,0.00281646824684093,0.0012154782959613833,0.0019174529158940508,0.0023765698878984226,0.004779520839750754,0.0004047781463637157,0.0011750410720466622,0.0009531808374409869,0.004026312028056963,0.0038498087077780273,0.0022270292538818562,0.0019421881159535578
SUPR.L,0.0003827741014170876,0.00024624923590609493,9.604641295341019e-05,0.00011770839975873174,0.0006161234826475602,0.00015719969498366576,0.0006652373997757869,5.7035621536296184e-05,3.664109885180448e-05,0.00023971386664904836,0.00013709796430644674,0.00015354254430774073,0.0005277047605584616,-0.00022935334397613445,0.0007112627794022018,0.00022688459648526974,-2.2074213110147333e-05,0.0002034982192801453,0.0001715379173586568,0.00036376074633408294,0.0003502750407154308,0.0003118453090321129,0.00028256595406837723,0.00011051557602334104,0.0002088734696059961,0.0004047781463637157,0.0005190229370561097,0.00011787076821044328,0.0001505646157399141,0.00024512906052484205,0.0001553258049950096,0.0002420050020779686,0.00022092521376375294
THRL.L,7.697254125632322e-05,0.0003332399278784052,0.0005879516070563826,0.0010255092229521066,0.0006435940963813347,0.0004189380046517104,0.0008482050634057742,0.0006511650453223152,0.0008952249903451754,0.0007791757515652124,0.0012625854888238296,0.0008564172838728313,0.0006386462391751529,0.000861853057502671,0.0015124533803198255,0.0006881272722204975,0.0011668113301356077,0.0004852584244239255,0.00039170378406532246,0.0006643274723313876,0.0001461419455211555,0.0005957201165807436,0.00047880254821126416,0.0005548408011242846,0.0006391095441414665,0.0011750410720466622,0.00011787076821044328,0.0008279950321622796,0.0003611320022989929,0.0012537858764887378,0.0011035622295972243,0.0005517476655753131,0.000539797024265604
UKCM.L,0.0005092835117770301,0.0001741167637036044,0.0009348735518728773,0.000915521698982416,0.00020056886398339582,0.00042072311785275177,0.0010574252077087676,0.0011498956991363937,0.0008838028476813475,0.0012133018979241501,0.0013531781243675425,0.0007853341328693476,0.0005746625151605761,0.0005307341050917197,0.0018997717855007308,0.0008263553472541221,0.0012439305339213712,0.0005313730485957433,0.0001816756404973004,0.0010240607047835143,0.00027209432382172,0.00030854074913344977,0.00044995943028627026,0.0009031822717149002,0.00027177771366249776,0.0009531808374409869,0.0001505646157399141,0.0003611320022989929,0.002006077309300685,0.000840874684208806,0.001414158559127171,0.0001903508732157726,0.0001708322024300831
UTG.L,0.00017644973354992105,0.0015322443488755694,0.0024633968968569286,0.004561610160145468,0.0012994133822612098,0.001657075454769353,0.0036493328479631675,0.0027845923902542796,0.0030470904500800038,0.0026754605394772825,0.0035294052507552163,0.002696716863103758,0.0019379389446644985,0.0024125351467695934,0.0063533145414578765,0.0027772212583020393,0.004707942198640473,0.0021845235033316488,0.0012900093521936672,0.0010705944761692419,-2.4315176476412507e-05,0.0020249737700499216,0.0017773253262296086,0.0024012826319330235,0.0027727322844321315,0.004026312028056963,0.00024512906052484205,0.0012537858764887378,0.000840874684208806,0.00498815175108862,0.004060145082344891,0.0021250090917854705,0.0020392256780379365
WKP.L,9.193970589668707e-05,0.0013743993926639676,0.002980414316608626,0.0050945293032492196,0.0006144772399410568,0.0018653601087623034,0.004199899985053836,0.002920562002272064,0.002494478845802257,0.0036690199920222035,0.0026647024628353023,0.003430637543527922,0.0021675523887778937,0.003726484650527855,0.007214277130957966,0.0030610173132010533,0.004907662571556662,0.002124313427495115,0.0010871025429899986,0.0013695046669134259,3.5358369234312053e-06,0.0025290353737766184,0.0014808745179744583,0.0030130550232194166,0.0023502462548976376,0.0038498087077780273,0.0001553258049950096,0.0011035622295972243,0.001414158559127171,0.004060145082344891,0.0071866643873000026,0.001877805894916247,0.001763074590776657
^FTLC,-5.66404967542348e-06,0.001245186058849652,0.0016353657917761698,0.002682161458037687,0.001002601458938724,0.0006890485068184306,0.0023625057545418374,0.001346059579403255,0.0018702411316164772,0.0010637179839111204,0.0019373041212362623,0.0013598144571256045,0.0010737861432645332,0.001288211928446898,0.0033783982785463465,0.0014642709302489544,0.002491365524021068,0.0011327673570622674,0.0010415889107156398,0.0007636043004058171,6.376213834952798e-05,0.0009195142177922352,0.0008522920963425079,0.001490048260866747,0.0016660734898971139,0.0022270292538818562,0.0002420050020779686,0.0005517476655753131,0.0001903508732157726,0.0021250090917854705,0.001877805894916247,0.0016379204954520608,0.0015782772544429364
^FTSE,-2.3777994957131127e-06,0.0012079525351207051,0.0014990806225040401,0.002467847257192451,0.000991504917261127,0.0005857887418043346,0.0022145605192605057,0.0012697053302275442,0.001766980377128679,0.000962384904502041,0.0018398497004665176,0.0012573337945268625,0.0009758356878025695,0.0011541584303012998,0.003230568434278402,0.0013814040153777392,0.0023629651127023065,0.0010656178056967502,0.0009707546373695696,0.0007442978963146374,5.4003919285816454e-05,0.000825011479697799,0.0008374043523742363,0.0013655612038773678,0.0015888736515793302,0.0019421881159535578,0.00022092521376375294,0.000539797024265604,0.0001708322024300831,0.0020392256780379365,0.001763074590776657,0.0015782772544429364,0.0015621763625555667
